업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
경진렌트카(주),주사업장,"경기도 성남시 중원구 보통골로14번길 8, 2층 (상대원동)",,37.43474962,127.1807785,경기도 성남시 중원구 보통골로14번길 8,,,51,49,3,0,0,,,,,,,,09:00,18:00,,,,,,,유진수,031-754-5555,2021-10-16,1613000,국토교통부
경동렌트카(주) 수원,영업소,경기도 수원시 장안구 만석로 225,,37.30625639,127.002015,경기도 수원시 권선구 경수대로 270,,,1,1,0,0,0,,,,,,,,09:00,00:00,,,,,,,백성현,041-574-7655,2021-10-16,1613000,국토교통부
지에스렌트카(주) 수원권선,영업소,,"경기도 수원시 권선구 권선동 1262, 201호",37.25216661,127.0292939,"경기도 수원시 권선구 권선동 1262, 3층",,,1,1,0,0,0,,,,,,,,09:00,00:00,,,,,,,전은태,041-522-7001,2021-10-16,1613000,국토교통부
지에스렌트카(주) 수원,영업소,경기도 수원시 영통구 권선로 882번길 65-32,,37.2470055,127.0434406,경기도 수원시 권선구 세권로 304번길 65,,,4,4,0,0,0,,,,,,,,09:00,00:00,,,,,,,전은태,041-522-7001,2021-10-16,1613000,국토교통부
(주)비케이렌트카,주사업장,,"경기도 용인시 기흥구 중동 849-3, 로뎀빌딩 501-2호",37.27062598,127.1525967,"경기도 수원시 권선구 세권로304번길 62, 베스토아주차장",,,55,53,2,0,0,,,,,,,,09:00,18:00,,,,,,,조병구,042-522-1178,2021-10-16,1613000,국토교통부
(주)명진 세류영업소,영업소,경기도 수원시 권선구 세권로35번길 14,,37.26010764,127.0088743288,경기도 수원시 권선구 세권로35번길 14,,,18,17,1,0,0,,,,,,,,09:00,18:00,,,,,,,이명진,031-285-1166,2021-10-16,1613000,국토교통부
(주)명진 영통영업소,영업소,"경기도 수원시 영통구 영일로6번길 50, 경희레스피아 305호",,37.24800208,127.078662,경기도 수원시 권선구 세권로35번길 14,,,2,0,2,0,0,,,,,,,,09:00,18:00,,,,,,,이명진,031-285-1166,2021-10-16,1613000,국토교통부
지에스렌트카(주) 수원영통,영업소,,"경기도 수원시 영통구 영통동 954-6, 201호",37.26385531,127.0775763,,"경기도 수원시 권선구 호매실동 1397, 매실가든 주차타워",,3,3,0,0,0,,,,,,,,09:00,00:00,,,,,,,전은태,041-522-7001,2021-10-16,1613000,국토교통부
(주)와이엔제이,주사업장,경기도 화성시 정남면 내향안길 259,경기도 화성시 정남면 귀래리 145-5,37.132717,126.999206,"경기도 수원시 영통구 광교중앙로248번길 40 B101, B102호 (40대)",,,54,39,0,15,0,,,,,,,,09:00,18:00,,,,,,,신헌섭,031-8059-8150,2021-10-16,1613000,국토교통부
(주)스마트렌트카(용인) 수원영업소,영업소,경기도 수원시 영통구 매영로 93-25,,37.268434,127.052284,경기도 수원시 영통구 매영로 93-25,,,24,24,0,0,0,,,,,,,,09:00,18:00,,,,,,,김명인,031-262-9792,2021-10-16,1613000,국토교통부
(주)청명렌트카 영통영업소,영업소,경기도 수원시 영통구 매영로415번길 38 (영통동),경기도 수원시 영통구 영통동 1019-1,37.24918897,127.0782289,경기도 수원시 영통구 매영로415번길 38 (영통동),,,138,130,8,0,0,,,,,,,,09:00,18:00,,,,,,,변성두,031-8003-4890,2021-10-16,1613000,국토교통부
(주)조이렌트카 수원 영업소,영업소,경기도 수원시 영통구 삼성로 318,경기도 수원시 영통구 원천동 433-27,37.266934,127.068116,경기도 수원시 영통구 삼성로 318,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,최현석,02-2088-3158,2021-10-16,1613000,국토교통부
(주)레드캡투어 수원 영업소,영업소,경기도 수원시 영통구 청명남로28번길 20,경기도 수원시 영통구 영통동 1009-2,37.251459,127.075936,경기도 수원시 영통구 청명남로28번길 20,,,1,1,0,0,0,,,,,,,,09:00,19:00,,,,,,,인유성,02-2088-3158,2021-10-16,1613000,국토교통부
(주)하이렌터카 수원지점,영업소,"경기도 수원시 권선구 덕영대로 1113-8, 101호",,37.25289559,127.0137375429,경기도 수원시 영통구 청명로 28,,,4,4,0,0,0,,,,,,,,09:00,18:00,,,,,,,정진화,055-603-0005,2021-10-16,1613000,국토교통부
(주)와이드 수원영업소,영업소,"경기도 수원시 영통구 봉영로 1620, 112호(영통동,대우월드마크)",,37.255054,127.075603,경기도 수원시 영통구 청명로 28,,,15,13,2,0,0,,,,,,,,09:00,21:00,,,,,,,김인수,031-493-1152,2021-10-16,1613000,국토교통부
(주)청명렌트카 장안영업소,영업소,경기도 수원시 장안구 팔달로271번길 35 (영화동),경기도 수원시 장안구 영화동 285-3,37.29083269,127.013495,경기도 수원시 장안구 팔달로271번길 35 (영화동),,,9,8,1,0,0,,,,,,,,09:00,18:00,,,,,,,변성두,031-8003-4890,2021-10-16,1613000,국토교통부
(주)청명렌트카 수원영업소,영업소,경기도 수원시 팔달구 경수대로 623 (지동),경기도 수원시 팔달구 지동 480-5,37.281013,127.0295422,경기도 수원시 팔달구 경수대로 623 (지동),,,38,38,0,0,0,,,,,,,,09:00,18:00,,,,,,,변성두,031-8003-4890,2021-10-16,1613000,국토교통부
에스케이렌터카(주) 수원 영업소,영업소,경기도 수원시 팔달구 매산로52번길 4,경기도 수원시 팔달구 매산로2가 60-5,37.268522,127.006873,경기도 수원시 팔달구 매산로52번길 4,,,133,132,1,0,0,,,,,,,,09:00,19:00,,,,,,,현몽주,02-6240-0572,2021-10-16,1613000,국토교통부
지원렌터카(주),주사업장,경기도 용인시 수지구 포은대로 410 (풍덕천동),,37.31977891,127.096258,경기도 수지구 수지로 217,,,62,61,1,0,0,,,,,,,,09:00,18:00,,,,,,,심상진,02-1661-4077,2021-10-16,1613000,국토교통부
롯데렌탈(주) 시흥 영업소,영업소,경기도 시흥시 오동마을로6번안길 32,경기도 시흥시 정왕동 2323-8,37.351527,126.745311,경기도 시흥시 오동마을로6번안길 32,,,25,24,1,0,0,,,,,,,,09:00,19:00,,,,,,,이훈기,02-3404-9966,2021-10-16,1613000,국토교통부
(주)오토렌트카,주사업장,"경기도 안산시 단원구 고잔로 54, 502호 (고잔동)",,37.31905392,126.8321161,경기도 시흥시 오이도로 21,,,92,87,5,0,0,,,,,,,,09:00,18:00,,,,,,,김진영,031-469-0000,2021-10-16,1613000,국토교통부
(주)선경엔씨에스렌트카,주사업장,"경기도 안산시 단원구 고잔로54, 503호",,37.31905392,126.832157,경기도 시흥시 오이도로 21,,,146,139,7,0,0,,,,,,,,08:00,00:00,,,,,,,박영,031-487-0001,2021-10-16,1613000,국토교통부
에스케이렌터카(주) 시흥 영업소,영업소,경기도 시흥시 시화벤처로 296,경기도 시흥시 정왕동 2662,37.318437,126.7106298427,경기도 시흥시 정왕동 1662-1,,,4,4,0,0,0,,,,,,,,09:00,19:00,,,,,,,현몽주,02-6240-0572,2021-10-16,1613000,국토교통부
우성운수(주) 시흥영업소,영업소,경기도 시흥시 정왕천로355번길 18(정왕동),경기도 시흥시 정왕동 1438-11,37.341414,126.746703,경기도 시흥시 정왕동 2328,,,15,15,0,0,0,,,,,,,,09:00,18:00,,,,,,,김순곤,042-272-2111,2021-10-16,1613000,국토교통부
(주)쏘카(시흥영업소),영업소,경상북도 김천시 혁신6로 17,,36.12454376,128.1837304,경기도 시흥시 정왕동 2330,,,60,60,0,0,0,,,,,,,,09:00,00:00,,,,,,,박재욱,02-1661-3315,2021-10-16,1613000,국토교통부
(주)태경렌트카 안산영업소,영업소,"경기도 안산시 단원구 와동로32, 101호",,37.33334754,126.828528,경기도 시흥시 정왕동1729-5 제5층 주차장,,,1,1,0,0,0,,,,,,,,09:00,20:00,,,,,,,박질윤,031-715-8855,2021-10-16,1613000,국토교통부
(주)일일사렌트카,주사업장,"경기도 안산시 상록구 석호로 38, 101호 (이동)",,37.30801696,126.847406,경기도 안산사 딘원구 초지2로 67-7,,,64,61,3,0,0,,,,,,,,09:00,19:00,,,,,,,이현우,031-484-1114,2021-10-16,1613000,국토교통부
(주)포유 용인영업소,영업소,,경기도 용인시 기흥구 마북동 502-90,37.29631255,127.105472,,경기도 용인시 기흥구 마북동 502-90,,5,5,0,0,0,,,,,,,,09:00,18:00,,,,,,,이욱병,031-897-5228,2021-10-16,1613000,국토교통부
롯데렌탈(주) 안산 영업소,영업소,경기도 안산시 단원구 고잔로 57-11,경기도 안산시 단원구 고잔동 527-2,37.320379,126.832175,경기도 안산시 단원구 고잔로 57-11,,,71,66,5,0,0,,,,,,,,09:00,19:00,,,,,,,이훈기,02-3404-9966,2021-10-16,1613000,국토교통부
경원렌트카(주) 선부영업소,영업소,"경기도 안산시 단원구 선부광장1로 26, 1층 115호 (선부동)",,37.33612708,126.8080948,경기도 안산시 단원구 광덕2로 156-11,,,17,16,1,0,0,,,,,,,,09:00,18:00,,,,,,,송병준,031-413-2277,2021-10-16,1613000,국토교통부
그린렌트카(주)-안산,주사업장,"경기도 안산시 상록구 석호로 359, 102호",,37.29350891,126.870514,경기도 안산시 단원구 광덕2로 156-11,,,20,20,0,0,0,,,,,,,,08:00,22:00,,,,,,,원남향,031-411-8600,2021-10-16,1613000,국토교통부
(주)에이치디렌트카,주사업장,"경기도 안산시 상록구 용신로 154-1, 2층 (사동)",,37.302927,126.839476,경기도 안산시 단원구 광덕2로 156-11,,,127,123,4,0,0,,,,,,,,09:00,19:00,,,,,,,이종훈,031-416-7400,2021-10-16,1613000,국토교통부
그린렌트카(주)-익산,영업소,전라북도 익산시 익산대로 53-1,,35.93170245,126.943388,경기도 안산시 단원구 광덕2로 156-11,,,35,34,1,0,0,,,,,,,,08:00,22:00,,,,,,,원남향,031-411-8600,2021-10-16,1613000,국토교통부
경원렌트카(주),주사업장,경기도 안산시 상록구 한양대학로 35 (사동),,37.300711,126.8398582,경기도 안산시 단원구 광덕2로 156-11 안산MK주차타워,,,58,54,4,0,0,,,,,,,,09:00,18:00,,,,,,,송병준,031-413-2277,2021-10-16,1613000,국토교통부
(주)뉴삼성렌트카 안산영업소,영업소,"경기도 안산시 단원구 풍전로 37-24, 319-201(원곡동)",,37.32623769,126.7887659,경기도 안산시 단원구 광덕3로 135-18,,,15,15,0,0,0,,,,,,,,09:00,20:00,,,,,,,채수복,031-493-7576,2021-10-16,1613000,국토교통부
(주)뉴삼성렌트카 상록영업소,영업소,"경기도 안산시 상록구 영화4길 26, 102호",,37.279121,126.8520561329,경기도 안산시 단원구 광덕3로 135-18,,,10,10,0,0,0,,,,,,,,09:00,00:00,,,,,,,,031-406-5300,2021-10-16,1613000,국토교통부
(주)뉴삼성렌트카,주사업장,"경기도 안산시 단원구 광덕대로 193, 1층 106호 (고잔동)",,37.31382425,126.8293507,경기도 안산시 단원구 광덕서로 106,,,26,23,3,0,0,,,,,,,,09:00,20:00,,,,,,,채수복,031-406-5300,2021-10-16,1613000,국토교통부
(주)와이드,주사업장,"경기도 안산시 상록구 영화4길 21, 102호",,37.279312,126.8516771,"경기도 안산시 단원구 광덕서로 106, 8층",,,13,12,1,0,0,,,,,,,,09:00,21:00,,,,,,,김인수,02-4254-8851,2021-10-16,1613000,국토교통부
(주)고고렌트카,주사업장,"경기도 안산시 상록구 매화로2길 35, 102호",,37.3037809,126.8636991,"경기도 안산시 단원구 광덕서로 48, 201호",,,24,23,1,0,0,,,,,,,,09:00,19:00,,,,,,,이한수,031-417-7799,2021-10-16,1613000,국토교통부
(주)고고렌트카 남양영업소,영업소,경기도 화성시 비봉면 화성로 1589-2,,37.224834,126.8538004,"경기도 안산시 단원구 광덕서로 48, 201호",,,3,3,0,0,0,,,,,,,,09:00,19:00,,,,,,,이한수,031-417-7799,2021-10-16,1613000,국토교통부
(주)고고렌트카 화성영업소,영업소,경기도 화성시 팔탄면 푸른들판로 438,,37.147509,126.899213,"경기도 안산시 단원구 광덕서로 48, 201호",,,19,18,1,0,0,,,,,,,,09:00,19:00,,,,,,,이한수,031-417-7799,2021-10-16,1613000,국토교통부
(주)신형렌트카 시흥영업소,영업소,경기도 시흥시 봉우재로23번길 25,,37.34449644,126.741718,"경기도 안산시 단원구 광덕서로 48, 201호(고잔동)",,,18,17,1,0,0,,,,,,,,06:00,22:00,,,,,,,정우영,031-497-1189,2021-10-16,1613000,국토교통부
에스케이렌터카(주) 안산 영업소,영업소,경기도 안산시 단원구 광덕서로 78,경기도 안산시 단원구 고잔동 707-3,37.311631,126.827783,경기도 안산시 단원구 광덕서로 78,,,937,894,43,0,0,,,,,,,,09:00,19:00,,,,,,,현몽주,02-6240-0572,2021-10-16,1613000,국토교통부
(주)아이제이렌트카,주사업장,"경기도 안산시 단원구 다리간2길 55, 302호",,37.31470087,126.825175,경기도 안산시 단원구 신각길 95,,,108,96,12,0,0,,,,,,,,08:00,20:00,,,,,,,임재순,031-402-1753,2021-10-16,1613000,국토교통부
아이제이렌트카(주),주사업장,경기도 화성시 남양읍 시청로 219,경기도 화성시 남양읍 남양리 2002,37.19433999,126.834243,경기도 안산시 단원구 신각길 95 (신길동 1483),,,107,92,15,0,0,,,,,,,,09:00,17:59,,,,,,,임재순,031-357-5939,2021-10-16,1613000,국토교통부
케이렌트카(주)-안산 월피영업소,영업소,경기도 안산시 상록구 광덕산2로 38(월피동),,37.334512,126.846999,경기도 안산시 단원구 신길로1길 10,,,4,3,1,0,0,,,,,,,,09:00,19:00,,,,,,,김명진,031-407-0111,2021-10-16,1613000,국토교통부
케이렌트카(주)-안산 이동영업소,영업소,"경기도 안산시 상록구 박우물로 4, 102호 (이동)",,37.30873033,126.844576,경기도 안산시 단원구 신길로1길 10,,,10,8,2,0,0,,,,,,,,09:00,19:00,,,,,,,김명진,031-407-0111,2021-10-16,1613000,국토교통부
케이렌트카(주)-안산,주사업장,"경기도 안산시 상록구 선진6길 2, 101호 (사동)",,37.28151899,126.8432588,경기도 안산시 단원구 신길로1길 10,,,53,48,5,0,0,,,,,,,,09:00,19:00,,,,,,,김명진,031-407-0111,2021-10-16,1613000,국토교통부
케이렌트카(주)-안산 상록영업소,영업소,"경기도 안산시 상록구 용신로 457, 101호 (본오동)",,37.3016451760,126.872952,경기도 안산시 단원구 신길로1길 10,,,9,8,1,0,0,,,,,,,,09:00,19:00,,,,,,,김명진,031-407-0111,2021-10-16,1613000,국토교통부
(주)조이렌트카 안산 영업소,영업소,경기도 안산시 단원구 신길중앙로1길 46-1,경기도 안산시 단원구 신길동 1397-5,37.335749,126.762866,경기도 안산시 단원구 신길중앙로1길 46-1,,,6,6,0,0,0,,,,,,,,09:00,19:00,,,,,,,최현석,02-2088-3158,2021-10-16,1613000,국토교통부
(주)그레이트렌트카,주사업장,경기도 안산시 단원구 초지로 178,,37.314701,126.815669,경기도 안산시 단원구 초지2로 67,,,52,49,3,0,0,,,,,,,,09:00,21:00,,,,,,,정재영,031-494-9999,2021-10-16,1613000,국토교통부
(주)일일사렌트카 단원영업소,영업소,"경기도 안산시 단원구 선이로 14, 1138, 1139호 (선부동)",,37.34235533,126.803625,경기도 안산시 단원구 초지2로 67-7,,,23,22,1,0,0,,,,,,,,09:00,19:00,,,,,,,,031-485-6666,2021-10-16,1613000,국토교통부
(주)일일사렌트카 본오영업소,영업소,경기도 안산시 상록구 각골로 94(본오동),,37.2978896197,126.873052,경기도 안산시 단원구 초지2로 67-7,,,12,12,0,0,0,,,,,,,,09:00,19:00,,,,,,,이현우,031-409-2114,2021-10-16,1613000,국토교통부
(주)일일사렌트카 사동영업소,영업소,경기도 안산시 상록구 선진로 29,,37.279139,126.847466,경기도 안산시 단원구 초지2로 67-7,,,6,6,0,0,0,,,,,,,,09:00,19:00,,,,,,,이현우,031-415-8877,2021-10-16,1613000,국토교통부
(주)일일사렌트카 일동영업소,영업소,"경기도 안산시 상록구 실록길16,101호(일동)",,37.305549,126.8661984,경기도 안산시 단원구 초지2로 67-7,,,8,7,1,0,0,,,,,,,,09:00,19:00,,,,,,,이현우,031-437-9090,2021-10-16,1613000,국토교통부
(주)일일사렌트카 신안산영업소,영업소,경기도 안산시 상록구 충장로 262-1(이동),,37.304919,126.859248,경기도 안산시 단원구 초지2로 67-7,,,8,7,1,0,0,,,,,,,,09:00,19:00,,,,,,,이현우,031-439-2332,2021-10-16,1613000,국토교통부
(주)강산렌터카(안산),영업소,"경기도 안산시 단원구 이삭6길 14, 101호","경기도 안산시 단원구 고잔동 761, 101호",37.312816,126.840663,경기도 안산시 상록구 중보1길 36,,,12,11,1,0,0,,,,,,,,09:00,18:30,,,,,,,김인천광역시,031-618-0222,2021-10-16,1613000,국토교통부
(주)원일렌트카(오성),영업소,,경기도 평택시 오성면 죽리 156-20,37.00553396,126.9660706,경기도 안성시 공도읍 공도3로 9-9,,,3,3,0,0,0,,,,,,,,08:30,18:00,,,,,,,이희재,02-3787-2502,2021-10-16,1613000,국토교통부
(주)원일렌트카(세교),영업소,"경기도 평택시 평택로 263, 3층","경기도 평택시 세교동 406-33, 3층",37.006658,127.072118,경기도 안성시 공도읍 공도3로 9-9,,,6,6,0,0,0,,,,,,,,08:30,18:00,,,,,,,이희재,02-4052-3666,2021-10-16,1613000,국토교통부
(주)경기도렌트카,주사업장,경기도 안성시 공도읍서동대로 4421 (공도읍),,37.00799071,127.193273,경기도 안성시 공도읍 서동대로 4417,,,68,65,3,0,0,,,,,,,,09:00,00:00,,,,,,,김방용,031-651-7708,2021-10-16,1613000,국토교통부
지에스렌트카(주) 안성,영업소,,"경기도 안성시 당왕동 224-4, 3층",37.01914245,127.2670991,,경기도 안성시 당왕동 224-4,,7,7,0,0,0,,,,,,,,09:00,00:00,,,,,,,전은태,041-522-7001,2021-10-16,1613000,국토교통부
(주)강산렌터카(양성),영업소,경기도 안성시 양성면 양성로 7,경기도 안성시 양성면 동항리 288-1,37.058748,127.1955803430,경기도 안성시 대덕면 만세로 47,,,9,9,0,0,0,,,,,,,,09:00,18:30,,,,,,,김인천광역시,031-673-6969,2021-10-16,1613000,국토교통부
(주)강산렌터카(안성),영업소,경기도 안성시 중앙로 213,경기도 안성시 신건지동 7-13,37.013413,127.252723,경기도 안성시 대덕면 만세로 491,,,10,9,1,0,0,,,,,,,,09:00,18:30,,,,,,,김인천광역시,031-673-2007,2021-10-16,1613000,국토교통부
(주)강산렌터카(중앙),영업소,경기도 안성시 보개면 보개원삼로 226,경기도 안성시 보개면 불현리 45-6,37.023295,127.289388,경기도 안성시 원곡면 만세로 1421-42,,,16,15,1,0,0,,,,,,,,09:00,18:30,,,,,,,김인천광역시,031-675-2554,2021-10-16,1613000,국토교통부
롯데렌탈(주) 안성 영업소,영업소,경기도 안성시 원곡면 새터1길 63,경기도 안성시 원곡면 지문리 560-1,37.046652,127.131593,경기도 안성시 원곡면 새터1길 63,,,146,146,0,0,0,,,,,,,,09:00,19:00,,,,,,,이훈기,02-3404-9966,2021-10-16,1613000,국토교통부
지에스렌트카(주) 안양,영업소,"경기도 안양시 만안구 만안로 49, 1002호",,37.38766218,126.9335831,경기도 안양시 동안구 관평로 170번길 33,,,8,8,0,0,0,,,,,,,,09:00,00:00,,,,,,,전은태,041-522-7001,2021-10-16,1613000,국토교통부
(주)쏘카,영업소,경기도 안양시 동안구 관평로170번길 33,,37.392983,126.9622594,경기도 안양시 동안구 관평로170번길 33,,,1,1,0,0,0,,,,,,,,09:00,00:00,,,,,,,박재욱,070-4700-0231,2021-10-16,1613000,국토교통부
(주)쏘카(과천영업소),영업소,경상북도 김천시 혁신6로 17,,36.12454376,128.1837304,경기도 안양시 동안구 관평로170번길 33,,,1,1,0,0,0,,,,,,,,09:00,00:00,,,,,,,박재욱,070-4700-0231,2021-10-16,1613000,국토교통부
(주)국민렌트카,주사업장,"경기도 안양시 동안구 관평로170번길 43, 404호 (관양동)",,37.39331937,126.9631722,"경기도 안양시 동안구 관평로170번길 43, 3층, 5층 (관양동, 훼미리타운)",,,61,60,1,0,0,,,,,,,,09:00,00:00,,,,,,,유영석,031-458-1622,2021-10-16,1613000,국토교통부
(주)엠씨렌트카,주사업장,"경기도 안양시 동안구 경수대로 483, 101호 (호계동, 안양대우디오슈페리움)",,37.36602529,126.9578463,"경기도 안양시 동안구 관평로170번길 43, 4~6층",,,60,0,0,0,0,,,,,,,,09:00,00:00,,,,,,,장성환,031-429-0113,2021-10-16,1613000,국토교통부
(주)유일렌트카,주사업장,"경기도 안양시 동안구 관악대로 265-1, 201호 (관양동,창보빌딩)",,37.40253571,126.9524914,"경기도 안양시 동안구 관평로170번길 43, 4~6층",,,65,61,4,0,0,,,,,,,,09:00,00:00,,,,,,,정영만,031-384-2266,2021-10-16,1613000,국토교통부
(주)에스제이렌트카-광명 안양영업소,영업소,"경기도 안양시 만안구 안양로 561, 1층 (석수동)",경기도 안양시 만안구 석수동 561,37.4191118,126.906541,경기도 안양시 동안구 귀인로 190번걸 39,,,28,25,3,0,0,,,,,,,,09:00,20:00,,,,,,,양재정,031-473-7575,2021-10-16,1613000,국토교통부
(주)대원렌트카 군포영업소,영업소,"경기도 군포시 공단로 356-54, 1동 302호(산본동, 금정삼성쉐르빌)",,37.374423,126.943213,경기도 안양시 동안구 동편로 136(관양동),,,5,5,0,0,0,,,,,,,,09:00,18:00,,,,,,,조정식,042-476-3322,2021-10-16,1613000,국토교통부
(주)조이렌트카 안양 영업소,영업소,경기도 안양시 동안구 벌말로 126,경기도 안양시 동안구 관양동 1802,37.399644,126.970274,경기도 안양시 동안구 벌말로 126,,,1,1,0,0,0,,,,,,,,09:00,19:00,,,,,,,최현석,02-2088-3158,2021-10-16,1613000,국토교통부
주식회사 웨이,주사업장,"경기도 군포시 고산로148번길 17, 1층 102호",,37.34961289,126.9535188,,경기도 안양시 동안구 비산동 412,,49,49,0,0,0,,,,,,,,09:00,19:00,,,,,,,오세경,02-1833-2816,2021-10-16,1613000,국토교통부
롯데렌탈(주) 안양 영업소,영업소,경기도 안양시 동안구 시민대로 312,경기도 안양시 동안구 평촌동 897,37.395122,126.964887,경기도 안양시 동안구 시민대로 312,,,35,30,5,0,0,,,,,,,,09:00,19:00,,,,,,,이훈기,02-3404-9966,2021-10-16,1613000,국토교통부
에스케이렌터카(주) 안양 영업소,영업소,경기도 안양시 동안구 시민대로 312,경기도 안양시 동안구 평촌동 897,37.395122,126.964887,경기도 안양시 동안구 시민대로 312,,,206,204,2,0,0,,,,,,,,09:00,19:00,,,,,,,현몽주,02-6240-0572,2021-10-16,1613000,국토교통부
(주)레드캡투어 안양 영업소,영업소,경기도 안양시 동안구 엘에스로 127,경기도 안양시 동안구 호계동 1026-6,37.372405,126.947203,경기도 안양시 동안구 엘에스로 127,,,1,1,0,0,0,,,,,,,,09:00,19:00,,,,,,,인유성,02-2088-3158,2021-10-16,1613000,국토교통부
(주)수렌트카 안양영업소,영업소,경기도 안양시 동안구 전파로104번길 12,,37.38921894,126.9437864,경기도 안양시 동안구 전파로104번길 51,,,0,0,0,0,0,,,,,,,,09:00,00:00,,,,,,,,02-1588-0468,2021-10-16,1613000,국토교통부
우리캐피탈렌터카(주) 안양영업소,영업소,경기도 안양시 동안구 시민대로 402,,37.39589411,126.974774,,경기도 안양시 동안구 평촌동 897,,18,18,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-333-8839,2021-10-16,1613000,국토교통부
(주)제이비렌트카 안양영업소,영업소,경기도 안양시 동안구 흥안대로 110번길 77,,37.36648143,126.9574634554,경기도 안양시 동안구 흥안대로 110번길 77,,,14,12,2,0,0,,,,,,,,09:00,00:00,,,,,,,오청근,031-360-4444,2021-10-16,1613000,국토교통부
뉴드림렌트카,주사업장,"경기도 안양시 만안구 관악대로50,122호(안양동)",,37.39652851,126.9303016,"경기도 안양시 만안구 관악대로 50, 8층",,,55,55,0,0,0,,,,,,,,09:00,18:00,,,,,,,이은경,031-469-9490,2021-10-16,1613000,국토교통부
(주)수렌트카,주사업장,"경기도 의정부시 민락로 195, 에이치-705호",,37.74284663,127.1003672,경기도 양주시 고읍남로 6-9(광사동),,,58,0,0,0,0,,,,,,,,09:00,00:00,,,,,,,문강인,02-1800-9601,2021-10-16,1613000,국토교통부
(주)우리렌트카(양주영업소),영업소,경기도 양주시 부흥로 1873,경기도 양주시 광사동 318-2,37.7914874660,127.072646,경기도 양주시 부흥로 1873,,,41,36,5,0,0,,,,,,,,09:00,18:00,,,,,,,손영호,031-878-3700,2021-10-16,1613000,국토교통부
에스케이렌터카(주) 양주 영업소,영업소,경기도 양주시 부흥로 2038-67,경기도 양주시 만송동 246-3,37.802583,127.0835997,경기도 양주시 부흥로 2038-67,,,30,30,0,0,0,,,,,,,,09:00,19:00,,,,,,,현몽주,02-6240-0572,2021-10-16,1613000,국토교통부
(주)더뉴렌터카,주사업장,"경기도 동두천시 정장로 55, B동 101호 (생연동)",,37.90433564,127.0569725,경기도 양주시 은현면 은현로312번길 57,,,58,55,3,0,0,,,,,,,,08:00,20:00,,,,,,,홍정우,031-861-1800,2021-10-16,1613000,국토교통부
롯데렌탈(주) 양주 영업소,영업소,경기도 양주시 평화로 2027,경기도 양주시 봉양동 802-7,37.868851,127.060146,경기도 양주시 평화로 2027,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,이훈기,02-3404-9966,2021-10-16,1613000,국토교통부
(주)경진렌트카 양평영업소,영업소,경기도 양평군 양평읍 상평길13번길 11,,37.50746468,127.5007735,,경기도 양평군 양평읍 덕평리 81,,27,26,1,0,0,,,,,,,,09:00,18:00,,,,,,,유진수(유희정),031-754-5555,2021-10-16,1613000,국토교통부
(주)포유 양평영업소,영업소,"경기도 양평군 용문면 중진길 27, 104호",,37.488167,127.5910967502,경기도 양평군 용문면 중진길 27,,,0,0,0,0,0,,,,,,,,09:00,00:00,,,,,,,이욱병,031-897-5228,2021-10-16,1613000,국토교통부
(주)새누리렌트카,주사업장,경기도 남양주시 진건읍 진건오남로 27-2,,37.653112,127.1787798725,,경기도 양평군 지평면 수곡리 929-1,,6,6,0,0,0,,,,,,,,09:00,00:00,,,,,,,최우성,031-555-5559,2021-10-16,1613000,국토교통부
장기렌트카 양평영업소,영업소,경기도 양평군 양평읍 도장골길 5,경기도 양평군 양평읍 양근리 17-1,37.50271399,127.4941221420,경기도 양평읍 양근리 17-1,,,8,8,0,0,0,,,,,,,,09:00,18:00,,,,,,,설선환,02-3888-3778,2021-10-16,1613000,국토교통부
(주)씨엔씨 여주영업소,영업소,경기도 여주시 세종로67번길31-10,경기도 여주시 홍문동 285-2,37.29073308,127.6392265,경기도 여주시 세종로67번길31-10,,,13,11,2,0,0,,,,,,,,09:00,18:00,,,,,,,,031-881-1750,2021-10-16,1613000,국토교통부
롯데렌탈(주) 여주 영업소,영업소,경기도 여주시 여흥로4번길 11,경기도 여주시 하동 420-2,37.300563,127.625131,경기도 여주시 여흥로4번길 11,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,이훈기,02-3404-9966,2021-10-16,1613000,국토교통부
(주)채움렌트카 여주영업소,영업소,경기도 여주시 우암로 130,,37.290156,127.624717,경기도 여주시 우암로 130,,,16,16,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-336-1366,2021-10-16,1613000,국토교통부
(주)화성렌트카 여주영업소,영업소,경기도 여주시 우암로 169,경기도 여주시 월송동 99-3,37.28749745,127.6217813,경기도 여주시 우암로 169,,,1,0,0,1,0,,,,,,,,09:00,18:00,,,,,,,박상태,031-355-2555,2021-10-16,1613000,국토교통부
